Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
7206,widget c,TOYS,Warehouse 1,Aisle 5,two hundred,33.5,Supplier D,Low Stock,25-04-2023
7207,widget c,CLOTHING,Warehouse 1,Aisle 2,two hundred,31.87,Supplier D,In Stock,05-03-2023
7208,widget b,FURNITURE,Warehouse 3,Aisle 5,,,Supplier D,Low Stock,15-01-2023
7209,widget c,CLOTHING,Warehouse 3,Aisle 2,167,,Supplier B,In Stock,
7210,widget c,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,,Supplier C,Out of Stock,05-03-2023
7211,gadget y,FURNITURE,Warehouse 1,Aisle 2,262,,Supplier A,Low Stock,
7212,gadget z,CLOTHING,Warehouse 1,Aisle 2,two hundred,,Supplier C,In Stock,25-04-2023
7213,widget b,FURNITURE,Warehouse 3,Aisle 4,77,37.23,Supplier A,In Stock,20-12-2022
7214,gadget z,ELECTRONICS,Warehouse 3,Aisle 4,,,Supplier A,Out of Stock,05-03-2023
7215,widget b,CLOTHING,Warehouse 1,Aisle 5,,19.95,Supplier B,Low Stock,
7216,widget a,ELECTRONICS,Warehouse 3,Aisle 1,135,48.67,Supplier D,In Stock,05-03-2023
7217,widget c,TOYS,Warehouse 3,Aisle 1,two hundred,,Supplier D,Low Stock,20-12-2022
7218,gadget y,TOYS,Warehouse 3,Aisle 1,,15.57,Supplier C,In Stock,25-04-2023
7219,gadget z,CLOTHING,Warehouse 3,Aisle 1,two hundred,,Supplier B,In Stock,20-12-2022
7220,widget b,CLOTHING,Warehouse 1,Aisle 4,two hundred,,Supplier D,Low Stock,05-03-2023
7221,gadget y,TOYS,Warehouse 3,Aisle 4,154,30.14,Supplier C,In Stock,15-01-2023
7222,widget b,CLOTHING,Warehouse 1,Aisle 3,280,,Supplier C,In Stock,
7223,widget c,ELECTRONICS,Warehouse 2,Aisle 5,,49.07,Supplier C,Low Stock,
7224,gadget y,TOYS,Warehouse 3,Aisle 4,156,34.89,Supplier B,Out of Stock,
7225,gadget x,ELECTRONICS,Warehouse 1,Aisle 5,120,21.2,Supplier C,Out of Stock,
7226,widget c,FURNITURE,Warehouse 2,Aisle 4,two hundred,12.83,Supplier C,Low Stock,15-01-2023
7227,gadget z,CLOTHING,Warehouse 3,Aisle 4,,37.04,Supplier C,Out of Stock,
7228,gadget x,CLOTHING,Warehouse 1,Aisle 5,two hundred,,Supplier A,In Stock,15-01-2023
7229,widget a,FURNITURE,Warehouse 1,Aisle 3,,,Supplier C,Low Stock,20-12-2022
7230,widget b,TOYS,Warehouse 2,Aisle 1,two hundred,44.05,Supplier B,Out of Stock,05-03-2023
7231,gadget z,CLOTHING,Warehouse 2,Aisle 1,,25.92,Supplier A,In Stock,25-04-2023
7232,widget b,ELECTRONICS,Warehouse 2,Aisle 4,two hundred,,Supplier D,Low Stock,25-04-2023
7233,gadget z,ELECTRONICS,Warehouse 3,Aisle 5,,17.42,Supplier B,Low Stock,25-04-2023
7234,gadget z,TOYS,Warehouse 1,Aisle 4,167,42.37,Supplier D,Out of Stock,
7235,widget c,ELECTRONICS,Warehouse 2,Aisle 3,153,,Supplier D,Low Stock,25-04-2023
7236,widget b,CLOTHING,Warehouse 3,Aisle 2,,,Supplier B,Out of Stock,05-03-2023
7237,gadget z,CLOTHING,Warehouse 3,Aisle 5,108,14.55,Supplier A,Low Stock,05-03-2023
7238,gadget y,ELECTRONICS,Warehouse 2,Aisle 2,,12.52,Supplier C,Out of Stock,25-04-2023
7239,widget b,TOYS,Warehouse 3,Aisle 4,two hundred,25.5,Supplier D,Low Stock,20-12-2022
7240,widget c,ELECTRONICS,Warehouse 3,Aisle 5,154,11.7,Supplier C,Out of Stock,25-04-2023
7241,widget a,ELECTRONICS,Warehouse 3,Aisle 5,252,,Supplier B,Low Stock,05-03-2023
7242,widget c,TOYS,Warehouse 3,Aisle 5,,10.47,Supplier C,Out of Stock,05-03-2023
7243,widget c,TOYS,Warehouse 3,Aisle 1,two hundred,,Supplier B,In Stock,15-01-2023
7244,widget a,CLOTHING,Warehouse 2,Aisle 5,two hundred,,Supplier B,Low Stock,20-12-2022
7245,gadget z,ELECTRONICS,Warehouse 3,Aisle 2,two hundred,,Supplier C,Out of Stock,
7246,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,,34.38,Supplier C,Low Stock,
7247,gadget z,TOYS,Warehouse 2,Aisle 3,202,,Supplier D,Low Stock,20-12-2022
7248,widget c,ELECTRONICS,Warehouse 3,Aisle 1,,21.04,Supplier B,Low Stock,20-12-2022
7249,gadget z,TOYS,Warehouse 2,Aisle 5,two hundred,,Supplier A,Out of Stock,15-01-2023
7250,gadget x,CLOTHING,Warehouse 3,Aisle 1,255,21.95,Supplier D,Out of Stock,25-04-2023
7251,gadget y,TOYS,Warehouse 2,Aisle 3,83,,Supplier C,Out of Stock,20-12-2022
7252,widget a,ELECTRONICS,Warehouse 2,Aisle 3,144,41.9,Supplier D,Out of Stock,20-12-2022
7253,widget c,TOYS,Warehouse 3,Aisle 5,two hundred,36.94,Supplier A,Low Stock,25-04-2023
7254,widget b,FURNITURE,Warehouse 1,Aisle 3,189,31.59,Supplier B,In Stock,05-03-2023
7255,widget b,TOYS,Warehouse 1,Aisle 2,two hundred,49.46,Supplier B,Low Stock,
7256,gadget z,CLOTHING,Warehouse 1,Aisle 4,two hundred,46.21,Supplier A,Low Stock,25-04-2023
7257,widget c,CLOTHING,Warehouse 2,Aisle 5,,,Supplier A,In Stock,25-04-2023
7258,gadget x,CLOTHING,Warehouse 1,Aisle 1,274,,Supplier B,Low Stock,15-01-2023
7259,widget a,ELECTRONICS,Warehouse 1,Aisle 3,234,41.56,Supplier C,Low Stock,
7260,gadget y,ELECTRONICS,Warehouse 1,Aisle 2,197,31.44,Supplier D,Out of Stock,05-03-2023
7261,gadget x,ELECTRONICS,Warehouse 2,Aisle 3,two hundred,35.7,Supplier D,In Stock,
7262,widget c,CLOTHING,Warehouse 3,Aisle 4,148,,Supplier A,In Stock,15-01-2023
7263,widget a,CLOTHING,Warehouse 1,Aisle 4,199,18.8,Supplier D,Low Stock,25-04-2023
7264,widget c,CLOTHING,Warehouse 3,Aisle 1,129,,Supplier C,Low Stock,25-04-2023
7265,widget a,TOYS,Warehouse 3,Aisle 2,two hundred,27.42,Supplier D,Low Stock,20-12-2022
7266,widget a,TOYS,Warehouse 3,Aisle 5,,,Supplier B,In Stock,05-03-2023
7267,widget c,FURNITURE,Warehouse 3,Aisle 2,two hundred,,Supplier C,Out of Stock,25-04-2023
7268,gadget x,CLOTHING,Warehouse 2,Aisle 2,two hundred,46.81,Supplier B,Low Stock,15-01-2023
7269,gadget y,ELECTRONICS,Warehouse 1,Aisle 3,,28.04,Supplier B,Out of Stock,
7270,widget b,CLOTHING,Warehouse 1,Aisle 5,two hundred,25.6,Supplier A,In Stock,
7271,gadget x,TOYS,Warehouse 2,Aisle 3,two hundred,16.22,Supplier C,In Stock,20-12-2022
7272,gadget y,CLOTHING,Warehouse 2,Aisle 5,two hundred,,Supplier C,Out of Stock,15-01-2023
7273,gadget x,CLOTHING,Warehouse 1,Aisle 5,two hundred,,Supplier A,Low Stock,15-01-2023
7274,widget a,FURNITURE,Warehouse 3,Aisle 4,two hundred,48.7,Supplier D,Out of Stock,20-12-2022
7275,gadget z,CLOTHING,Warehouse 1,Aisle 4,224,,Supplier C,Out of Stock,15-01-2023
7276,gadget z,FURNITURE,Warehouse 1,Aisle 3,,28.74,Supplier C,In Stock,20-12-2022
7277,gadget z,CLOTHING,Warehouse 2,Aisle 2,,35.06,Supplier D,Out of Stock,20-12-2022
7278,gadget y,ELECTRONICS,Warehouse 2,Aisle 2,108,,Supplier A,Low Stock,15-01-2023
7279,gadget z,TOYS,Warehouse 3,Aisle 1,,21.94,Supplier B,Out of Stock,20-12-2022
7280,widget a,CLOTHING,Warehouse 2,Aisle 4,two hundred,,Supplier C,Out of Stock,20-12-2022
7281,gadget x,ELECTRONICS,Warehouse 3,Aisle 5,298,,Supplier B,In Stock,25-04-2023
7282,gadget z,ELECTRONICS,Warehouse 2,Aisle 4,two hundred,,Supplier C,Out of Stock,20-12-2022
7283,widget c,CLOTHING,Warehouse 3,Aisle 5,two hundred,26.01,Supplier C,Out of Stock,15-01-2023
7284,widget a,FURNITURE,Warehouse 2,Aisle 3,256,,Supplier A,Out of Stock,25-04-2023
7285,widget c,ELECTRONICS,Warehouse 2,Aisle 4,,47.54,Supplier D,Low Stock,05-03-2023
7286,gadget x,FURNITURE,Warehouse 3,Aisle 5,,,Supplier B,Low Stock,15-01-2023
7287,widget c,FURNITURE,Warehouse 3,Aisle 2,,43.98,Supplier C,Low Stock,20-12-2022
7288,widget c,CLOTHING,Warehouse 3,Aisle 2,63,,Supplier C,Low Stock,15-01-2023
7289,widget b,FURNITURE,Warehouse 3,Aisle 1,two hundred,,Supplier D,In Stock,05-03-2023
7290,widget a,CLOTHING,Warehouse 1,Aisle 2,two hundred,,Supplier C,In Stock,15-01-2023
7291,widget a,CLOTHING,Warehouse 2,Aisle 5,,,Supplier B,Low Stock,05-03-2023
7292,widget a,FURNITURE,Warehouse 1,Aisle 4,104,27.56,Supplier D,In Stock,25-04-2023
7293,gadget x,TOYS,Warehouse 2,Aisle 3,,44.65,Supplier A,Out of Stock,20-12-2022
7294,widget b,FURNITURE,Warehouse 1,Aisle 3,,,Supplier D,Out of Stock,20-12-2022
7295,widget b,TOYS,Warehouse 3,Aisle 1,,,Supplier D,Low Stock,25-04-2023
7296,widget b,TOYS,Warehouse 3,Aisle 3,two hundred,,Supplier B,Out of Stock,
7297,widget a,TOYS,Warehouse 3,Aisle 2,two hundred,34.05,Supplier D,Low Stock,05-03-2023
7298,widget a,FURNITURE,Warehouse 3,Aisle 2,,,Supplier A,In Stock,05-03-2023
7299,widget b,FURNITURE,Warehouse 3,Aisle 4,,,Supplier C,In Stock,25-04-2023
7300,widget a,ELECTRONICS,Warehouse 3,Aisle 2,168,,Supplier A,Low Stock,20-12-2022
7301,widget c,FURNITURE,Warehouse 2,Aisle 4,,31.84,Supplier B,Out of Stock,25-04-2023
7302,widget c,TOYS,Warehouse 1,Aisle 1,two hundred,,Supplier C,Out of Stock,25-04-2023
7303,gadget z,FURNITURE,Warehouse 1,Aisle 5,two hundred,48.43,Supplier A,Low Stock,
7304,widget b,TOYS,Warehouse 3,Aisle 3,two hundred,,Supplier C,In Stock,05-03-2023
7305,gadget z,CLOTHING,Warehouse 3,Aisle 2,,35.91,Supplier C,In Stock,
7306,gadget x,ELECTRONICS,Warehouse 3,Aisle 1,52,28.75,Supplier C,Out of Stock,15-01-2023
7307,gadget z,CLOTHING,Warehouse 2,Aisle 5,two hundred,14.94,Supplier C,Out of Stock,25-04-2023
7308,widget a,FURNITURE,Warehouse 1,Aisle 2,two hundred,,Supplier A,Low Stock,
7309,gadget z,ELECTRONICS,Warehouse 1,Aisle 2,,,Supplier A,Out of Stock,05-03-2023
7310,widget b,FURNITURE,Warehouse 2,Aisle 2,two hundred,,Supplier B,Out of Stock,
7311,gadget z,CLOTHING,Warehouse 3,Aisle 3,two hundred,,Supplier A,In Stock,25-04-2023
7312,gadget y,TOYS,Warehouse 3,Aisle 2,179,40.16,Supplier B,Out of Stock,25-04-2023
7313,widget b,ELECTRONICS,Warehouse 3,Aisle 5,,,Supplier B,Out of Stock,20-12-2022
7314,gadget x,CLOTHING,Warehouse 3,Aisle 5,two hundred,13.13,Supplier D,Low Stock,25-04-2023
7315,widget b,TOYS,Warehouse 2,Aisle 2,147,,Supplier B,In Stock,05-03-2023
7316,widget c,ELECTRONICS,Warehouse 3,Aisle 2,125,25.55,Supplier B,Low Stock,
7317,gadget x,TOYS,Warehouse 1,Aisle 1,two hundred,31.98,Supplier C,In Stock,25-04-2023
7318,gadget z,ELECTRONICS,Warehouse 2,Aisle 4,,,Supplier B,In Stock,05-03-2023
7319,widget a,ELECTRONICS,Warehouse 1,Aisle 4,213,,Supplier B,Out of Stock,15-01-2023
7320,widget b,FURNITURE,Warehouse 1,Aisle 2,266,34.47,Supplier B,Out of Stock,05-03-2023
7321,gadget y,FURNITURE,Warehouse 2,Aisle 5,two hundred,,Supplier B,Out of Stock,25-04-2023
7322,gadget z,CLOTHING,Warehouse 3,Aisle 4,,,Supplier C,Low Stock,15-01-2023
7323,gadget y,ELECTRONICS,Warehouse 2,Aisle 5,,,Supplier C,Out of Stock,25-04-2023
7324,gadget x,TOYS,Warehouse 3,Aisle 5,119,36.65,Supplier C,Low Stock,
7325,gadget y,CLOTHING,Warehouse 2,Aisle 3,,,Supplier A,In Stock,25-04-2023
7326,widget b,CLOTHING,Warehouse 3,Aisle 2,251,35.87,Supplier C,In Stock,05-03-2023
7327,gadget z,ELECTRONICS,Warehouse 2,Aisle 1,,,Supplier D,Low Stock,
7328,gadget y,FURNITURE,Warehouse 3,Aisle 3,two hundred,14.18,Supplier D,Out of Stock,20-12-2022
7329,widget a,TOYS,Warehouse 1,Aisle 3,,21.6,Supplier A,Out of Stock,20-12-2022
7330,gadget y,CLOTHING,Warehouse 1,Aisle 2,,,Supplier A,Low Stock,05-03-2023
7331,widget b,CLOTHING,Warehouse 1,Aisle 1,two hundred,18.42,Supplier C,In Stock,05-03-2023
7332,widget a,FURNITURE,Warehouse 2,Aisle 5,,22.08,Supplier B,Out of Stock,25-04-2023
7333,gadget z,CLOTHING,Warehouse 2,Aisle 1,296,,Supplier D,Out of Stock,
7334,widget c,CLOTHING,Warehouse 3,Aisle 3,,32.1,Supplier D,Out of Stock,05-03-2023
7335,widget a,CLOTHING,Warehouse 3,Aisle 5,,,Supplier B,Out of Stock,05-03-2023
7336,widget b,TOYS,Warehouse 3,Aisle 3,two hundred,,Supplier C,Low Stock,05-03-2023
7337,gadget z,ELECTRONICS,Warehouse 3,Aisle 5,67,,Supplier B,In Stock,
7338,widget a,TOYS,Warehouse 1,Aisle 4,two hundred,12.04,Supplier B,Out of Stock,15-01-2023
7339,gadget z,CLOTHING,Warehouse 1,Aisle 4,136,,Supplier C,Low Stock,20-12-2022
7340,gadget y,CLOTHING,Warehouse 3,Aisle 2,267,,Supplier A,Out of Stock,25-04-2023
7341,widget c,FURNITURE,Warehouse 2,Aisle 4,243,,Supplier C,Low Stock,15-01-2023
7342,gadget x,FURNITURE,Warehouse 3,Aisle 3,two hundred,,Supplier D,Low Stock,15-01-2023
7343,widget c,TOYS,Warehouse 2,Aisle 4,two hundred,,Supplier C,Low Stock,25-04-2023
7344,gadget x,FURNITURE,Warehouse 3,Aisle 3,two hundred,,Supplier D,Out of Stock,05-03-2023
7345,gadget y,ELECTRONICS,Warehouse 1,Aisle 4,60,,Supplier C,Out of Stock,05-03-2023
7346,gadget z,FURNITURE,Warehouse 3,Aisle 3,,40.42,Supplier D,In Stock,05-03-2023
7347,widget b,CLOTHING,Warehouse 2,Aisle 2,,,Supplier B,In Stock,
7348,widget b,TOYS,Warehouse 1,Aisle 4,,,Supplier C,In Stock,
7349,widget b,TOYS,Warehouse 3,Aisle 1,,,Supplier A,Low Stock,20-12-2022
7350,widget a,ELECTRONICS,Warehouse 3,Aisle 4,164,,Supplier D,Low Stock,20-12-2022
7351,gadget x,ELECTRONICS,Warehouse 3,Aisle 5,two hundred,48.27,Supplier C,In Stock,20-12-2022
7352,widget b,TOYS,Warehouse 3,Aisle 4,194,,Supplier D,Low Stock,05-03-2023
7353,gadget x,TOYS,Warehouse 1,Aisle 5,,,Supplier B,Out of Stock,
7354,gadget z,FURNITURE,Warehouse 3,Aisle 2,two hundred,,Supplier A,In Stock,25-04-2023
7355,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,two hundred,31.18,Supplier B,Low Stock,25-04-2023
7356,widget a,FURNITURE,Warehouse 1,Aisle 3,,21.93,Supplier A,Out of Stock,
7357,gadget x,ELECTRONICS,Warehouse 2,Aisle 3,,15.27,Supplier C,Low Stock,
7358,gadget z,TOYS,Warehouse 3,Aisle 5,252,,Supplier C,Low Stock,15-01-2023
7359,gadget z,FURNITURE,Warehouse 2,Aisle 4,,,Supplier C,In Stock,20-12-2022
7360,gadget z,TOYS,Warehouse 1,Aisle 1,,21.9,Supplier A,Low Stock,20-12-2022
7361,widget b,CLOTHING,Warehouse 2,Aisle 3,two hundred,38.29,Supplier D,In Stock,05-03-2023
7362,widget c,FURNITURE,Warehouse 1,Aisle 3,,,Supplier B,Low Stock,15-01-2023
7363,widget a,TOYS,Warehouse 1,Aisle 5,,35.77,Supplier B,Out of Stock,15-01-2023
7364,gadget x,FURNITURE,Warehouse 2,Aisle 3,two hundred,24.58,Supplier C,In Stock,25-04-2023
7365,gadget y,FURNITURE,Warehouse 2,Aisle 2,,,Supplier D,In Stock,20-12-2022
7366,widget a,CLOTHING,Warehouse 3,Aisle 2,205,,Supplier B,Out of Stock,20-12-2022
7367,widget c,TOYS,Warehouse 1,Aisle 2,two hundred,25.85,Supplier C,Low Stock,
7368,widget a,FURNITURE,Warehouse 1,Aisle 1,179,,Supplier A,In Stock,
7369,gadget z,TOYS,Warehouse 3,Aisle 3,92,10.54,Supplier D,Low Stock,
7370,gadget x,TOYS,Warehouse 3,Aisle 4,,35.59,Supplier C,Out of Stock,20-12-2022
7371,widget c,FURNITURE,Warehouse 3,Aisle 2,two hundred,32.4,Supplier B,In Stock,
7372,gadget x,TOYS,Warehouse 2,Aisle 5,225,46.84,Supplier A,Low Stock,
7373,gadget y,CLOTHING,Warehouse 2,Aisle 2,two hundred,,Supplier D,In Stock,05-03-2023
7374,widget c,FURNITURE,Warehouse 1,Aisle 5,,,Supplier A,In Stock,20-12-2022
7375,widget b,CLOTHING,Warehouse 3,Aisle 2,,,Supplier A,In Stock,05-03-2023
7376,gadget z,TOYS,Warehouse 1,Aisle 4,131,,Supplier B,In Stock,25-04-2023
7377,gadget y,FURNITURE,Warehouse 1,Aisle 1,86,21.45,Supplier D,Low Stock,25-04-2023
7378,gadget y,FURNITURE,Warehouse 1,Aisle 5,,24.65,Supplier D,Out of Stock,25-04-2023
7379,gadget y,TOYS,Warehouse 2,Aisle 4,two hundred,,Supplier B,Low Stock,
7380,widget a,CLOTHING,Warehouse 2,Aisle 1,two hundred,19.74,Supplier D,Low Stock,25-04-2023
7381,gadget y,FURNITURE,Warehouse 1,Aisle 3,,,Supplier B,Out of Stock,15-01-2023
7382,widget a,FURNITURE,Warehouse 3,Aisle 2,172,14.84,Supplier D,Low Stock,25-04-2023
7383,gadget y,CLOTHING,Warehouse 1,Aisle 4,,,Supplier C,In Stock,25-04-2023
7384,widget c,ELECTRONICS,Warehouse 3,Aisle 3,212,,Supplier C,In Stock,20-12-2022
7385,widget b,FURNITURE,Warehouse 2,Aisle 4,,14.13,Supplier D,Out of Stock,15-01-2023
7386,gadget x,ELECTRONICS,Warehouse 1,Aisle 5,121,27.56,Supplier A,In Stock,25-04-2023
7387,gadget y,ELECTRONICS,Warehouse 2,Aisle 2,277,23.86,Supplier D,Out of Stock,05-03-2023
7388,widget a,TOYS,Warehouse 2,Aisle 2,181,13.68,Supplier C,Out of Stock,25-04-2023
7389,gadget x,CLOTHING,Warehouse 2,Aisle 1,,,Supplier B,In Stock,05-03-2023
7390,widget c,FURNITURE,Warehouse 2,Aisle 1,two hundred,,Supplier B,Out of Stock,25-04-2023
7391,widget c,CLOTHING,Warehouse 3,Aisle 4,168,46.13,Supplier B,In Stock,
7392,gadget y,TOYS,Warehouse 2,Aisle 3,two hundred,39.2,Supplier A,Out of Stock,20-12-2022
7393,widget a,ELECTRONICS,Warehouse 3,Aisle 4,171,,Supplier B,In Stock,15-01-2023
7394,gadget y,FURNITURE,Warehouse 2,Aisle 2,two hundred,,Supplier C,Low Stock,15-01-2023
7395,widget b,FURNITURE,Warehouse 3,Aisle 3,two hundred,16.86,Supplier B,Low Stock,05-03-2023
7396,gadget x,FURNITURE,Warehouse 2,Aisle 3,,35.69,Supplier A,Low Stock,20-12-2022
7397,gadget x,FURNITURE,Warehouse 1,Aisle 5,two hundred,24.29,Supplier D,In Stock,15-01-2023
7398,gadget z,CLOTHING,Warehouse 1,Aisle 2,two hundred,,Supplier D,Low Stock,15-01-2023
7399,gadget y,FURNITURE,Warehouse 3,Aisle 1,,33.4,Supplier D,Low Stock,05-03-2023
7400,gadget z,FURNITURE,Warehouse 3,Aisle 4,287,22.63,Supplier B,In Stock,15-01-2023
7401,gadget y,CLOTHING,Warehouse 2,Aisle 1,,40.4,Supplier A,Low Stock,20-12-2022
7402,gadget z,ELECTRONICS,Warehouse 2,Aisle 5,,,Supplier C,Low Stock,20-12-2022
7403,gadget z,ELECTRONICS,Warehouse 2,Aisle 5,195,49.75,Supplier A,Low Stock,05-03-2023
7404,widget a,FURNITURE,Warehouse 1,Aisle 2,,28.17,Supplier A,In Stock,15-01-2023
7405,widget a,TOYS,Warehouse 2,Aisle 2,two hundred,49.85,Supplier D,Out of Stock,05-03-2023
7406,gadget y,ELECTRONICS,Warehouse 3,Aisle 5,,39.55,Supplier A,Out of Stock,20-12-2022
7407,gadget z,CLOTHING,Warehouse 3,Aisle 1,142,,Supplier A,Out of Stock,
7408,widget c,FURNITURE,Warehouse 3,Aisle 4,,25.31,Supplier A,Out of Stock,
7409,widget a,CLOTHING,Warehouse 3,Aisle 4,232,38.44,Supplier B,In Stock,
7410,widget a,CLOTHING,Warehouse 2,Aisle 3,two hundred,,Supplier D,Out of Stock,15-01-2023
7411,widget a,CLOTHING,Warehouse 2,Aisle 1,167,30.82,Supplier D,Low Stock,05-03-2023
7412,widget c,FURNITURE,Warehouse 2,Aisle 2,two hundred,,Supplier D,Out of Stock,20-12-2022
7413,gadget y,CLOTHING,Warehouse 3,Aisle 3,252,,Supplier A,Low Stock,25-04-2023
7414,widget c,ELECTRONICS,Warehouse 3,Aisle 2,193,,Supplier B,Out of Stock,20-12-2022
7415,gadget y,CLOTHING,Warehouse 2,Aisle 5,,,Supplier D,Out of Stock,15-01-2023
7416,widget b,CLOTHING,Warehouse 2,Aisle 5,two hundred,,Supplier C,Out of Stock,05-03-2023
7417,widget a,CLOTHING,Warehouse 2,Aisle 1,,,Supplier A,Low Stock,25-04-2023
7418,gadget z,CLOTHING,Warehouse 2,Aisle 1,,,Supplier C,In Stock,15-01-2023
7419,gadget z,CLOTHING,Warehouse 1,Aisle 5,two hundred,,Supplier B,Out of Stock,20-12-2022
7420,widget b,ELECTRONICS,Warehouse 3,Aisle 2,,,Supplier B,Out of Stock,25-04-2023
7421,widget a,ELECTRONICS,Warehouse 2,Aisle 2,two hundred,35.76,Supplier C,In Stock,15-01-2023
7422,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,,16.71,Supplier B,In Stock,20-12-2022
7423,gadget y,CLOTHING,Warehouse 1,Aisle 1,two hundred,41.83,Supplier A,Low Stock,20-12-2022
7424,gadget x,FURNITURE,Warehouse 1,Aisle 2,two hundred,,Supplier D,Low Stock,
7425,gadget z,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,,Supplier B,In Stock,20-12-2022
7426,widget c,TOYS,Warehouse 2,Aisle 4,187,39.59,Supplier B,Out of Stock,25-04-2023
7427,gadget y,TOYS,Warehouse 1,Aisle 4,278,33.91,Supplier D,Low Stock,05-03-2023
7428,widget c,ELECTRONICS,Warehouse 1,Aisle 2,two hundred,,Supplier D,In Stock,25-04-2023
7429,gadget x,TOYS,Warehouse 1,Aisle 2,two hundred,47.49,Supplier B,Out of Stock,20-12-2022
7430,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,186,32.95,Supplier A,Out of Stock,25-04-2023
7431,gadget z,FURNITURE,Warehouse 2,Aisle 2,280,,Supplier A,Out of Stock,20-12-2022
7432,widget c,FURNITURE,Warehouse 2,Aisle 5,,36.93,Supplier B,Low Stock,
7433,widget c,ELECTRONICS,Warehouse 1,Aisle 2,145,,Supplier C,Out of Stock,05-03-2023
7434,gadget z,FURNITURE,Warehouse 3,Aisle 1,two hundred,36.22,Supplier B,In Stock,05-03-2023
7435,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,two hundred,,Supplier A,Low Stock,15-01-2023
7436,gadget z,FURNITURE,Warehouse 3,Aisle 4,,22.32,Supplier D,Low Stock,15-01-2023
7437,widget a,ELECTRONICS,Warehouse 1,Aisle 3,,,Supplier B,Out of Stock,20-12-2022
7438,gadget z,FURNITURE,Warehouse 1,Aisle 3,two hundred,,Supplier C,Out of Stock,25-04-2023
7439,gadget y,FURNITURE,Warehouse 2,Aisle 3,two hundred,36.31,Supplier C,Out of Stock,05-03-2023
7440,widget a,CLOTHING,Warehouse 3,Aisle 5,,,Supplier A,In Stock,20-12-2022
7441,gadget z,TOYS,Warehouse 3,Aisle 1,116,,Supplier D,In Stock,05-03-2023
7442,widget c,TOYS,Warehouse 2,Aisle 1,,20.41,Supplier A,In Stock,15-01-2023
7443,widget b,TOYS,Warehouse 2,Aisle 4,189,25.95,Supplier B,In Stock,
7444,gadget y,FURNITURE,Warehouse 3,Aisle 1,,,Supplier C,In Stock,15-01-2023
7445,widget b,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,30.34,Supplier A,In Stock,25-04-2023
7446,gadget x,FURNITURE,Warehouse 3,Aisle 2,two hundred,47.64,Supplier A,Low Stock,15-01-2023
7447,widget b,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,,Supplier B,Low Stock,15-01-2023
7448,gadget z,CLOTHING,Warehouse 1,Aisle 4,,,Supplier B,Low Stock,05-03-2023
7449,widget c,FURNITURE,Warehouse 2,Aisle 2,238,,Supplier C,Low Stock,
7450,gadget y,FURNITURE,Warehouse 3,Aisle 3,two hundred,30.2,Supplier A,In Stock,
7451,widget b,FURNITURE,Warehouse 3,Aisle 2,two hundred,14.51,Supplier A,Out of Stock,20-12-2022
7452,widget c,CLOTHING,Warehouse 2,Aisle 2,240,,Supplier B,Out of Stock,15-01-2023
7453,widget b,TOYS,Warehouse 2,Aisle 4,,45.89,Supplier A,In Stock,05-03-2023
7454,widget a,FURNITURE,Warehouse 2,Aisle 2,,,Supplier D,Low Stock,05-03-2023
7455,gadget z,ELECTRONICS,Warehouse 3,Aisle 1,219,30.5,Supplier C,Low Stock,25-04-2023
7456,gadget x,CLOTHING,Warehouse 1,Aisle 2,two hundred,,Supplier C,Low Stock,20-12-2022
7457,gadget x,TOYS,Warehouse 1,Aisle 2,76,10.95,Supplier C,Out of Stock,15-01-2023
7458,widget b,TOYS,Warehouse 1,Aisle 2,two hundred,,Supplier C,In Stock,15-01-2023
7459,widget c,CLOTHING,Warehouse 3,Aisle 3,216,42.89,Supplier A,In Stock,25-04-2023
7460,gadget x,ELECTRONICS,Warehouse 3,Aisle 1,,11.17,Supplier A,Out of Stock,20-12-2022
7461,widget c,TOYS,Warehouse 3,Aisle 3,125,,Supplier B,In Stock,05-03-2023
7462,gadget x,CLOTHING,Warehouse 3,Aisle 3,two hundred,13.55,Supplier C,Out of Stock,15-01-2023
7463,gadget x,TOYS,Warehouse 2,Aisle 3,two hundred,29.39,Supplier B,In Stock,25-04-2023
7464,gadget z,FURNITURE,Warehouse 1,Aisle 4,two hundred,,Supplier C,Low Stock,20-12-2022
7465,gadget z,TOYS,Warehouse 1,Aisle 5,,27.37,Supplier C,Low Stock,25-04-2023
7466,widget c,FURNITURE,Warehouse 2,Aisle 3,,,Supplier A,Out of Stock,20-12-2022
7467,gadget x,CLOTHING,Warehouse 1,Aisle 3,two hundred,,Supplier B,Out of Stock,05-03-2023
7468,gadget z,CLOTHING,Warehouse 3,Aisle 4,two hundred,,Supplier A,Out of Stock,15-01-2023
7469,widget a,CLOTHING,Warehouse 1,Aisle 1,,,Supplier A,In Stock,15-01-2023
