product_id,product_name,category,warehouse,location,quantity,price,supplier,status,last_restocked
2855,Gadget X,CLOTHING,Warehouse 2,Aisle 1,200,0,Supplier C,Out Of Stock,2023-04-25
2856,Widget C,FURNITURE,Warehouse 1,Aisle 4,201,37.38,Supplier D,Out Of Stock,2023-03-05
2857,Gadget Z,FURNITURE,Warehouse 2,Aisle 1,0,0,Supplier C,Out Of Stock,2023-01-15
2858,Widget C,TOYS,Warehouse 2,Aisle 3,200,42.64,Supplier A,Out Of Stock,2023-04-25
2859,Widget A,TOYS,Warehouse 1,Aisle 1,0,35.19,Supplier B,In Stock,2023-04-25
2860,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 1,0,33.46,Supplier A,Out Of Stock,2023-03-05
2861,Gadget Z,CLOTHING,Warehouse 3,Aisle 5,200,41.0,Supplier A,Out Of Stock,2023-01-15
2862,Gadget X,ELECTRONICS,Warehouse 1,Aisle 3,0,0,Supplier B,Low Stock,2023-01-15
2863,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 2,200,10.07,Supplier B,Low Stock,2022-12-20
2864,Widget A,ELECTRONICS,Warehouse 2,Aisle 2,200,0,Supplier D,In Stock,2023-03-05
2865,Widget B,CLOTHING,Warehouse 1,Aisle 3,166,28.8,Supplier B,Low Stock,2023-01-15
2866,Gadget Z,ELECTRONICS,Warehouse 3,Aisle 2,200,0,Supplier A,Out Of Stock,2023-04-25
2867,Widget B,ELECTRONICS,Warehouse 3,Aisle 1,0,0,Supplier C,Low Stock,2023-04-25
2868,Widget B,CLOTHING,Warehouse 2,Aisle 4,163,0,Supplier B,Low Stock,2023-01-15
2869,Widget C,ELECTRONICS,Warehouse 3,Aisle 1,0,0,Supplier A,Out Of Stock,2022-12-20
2870,Gadget Y,FURNITURE,Warehouse 2,Aisle 5,0,47.39,Supplier A,In Stock,2023-04-25
2871,Widget C,CLOTHING,Warehouse 3,Aisle 3,200,43.52,Supplier B,Out Of Stock,2023-04-25
2872,Gadget Y,ELECTRONICS,Warehouse 3,Aisle 4,0,0,Supplier D,In Stock,2022-12-20
2873,Gadget X,TOYS,Warehouse 3,Aisle 4,200,21.63,Supplier D,Out Of Stock,2023-04-25
2874,Widget A,FURNITURE,Warehouse 1,Aisle 4,100,0,Supplier D,Out Of Stock,2022-12-20
2875,Widget A,ELECTRONICS,Warehouse 2,Aisle 1,200,0,Supplier D,Out Of Stock,2022-12-20
2876,Widget B,ELECTRONICS,Warehouse 2,Aisle 4,154,0,Supplier B,Out Of Stock,2022-12-20
2877,Widget B,CLOTHING,Warehouse 3,Aisle 3,0,0,Supplier C,In Stock,2023-01-15
2878,Widget C,FURNITURE,Warehouse 3,Aisle 2,98,14.23,Supplier C,Out Of Stock,2023-04-25
2879,Widget B,CLOTHING,Warehouse 3,Aisle 5,138,35.01,Supplier A,Low Stock,2022-12-20
2880,Gadget X,FURNITURE,Warehouse 2,Aisle 4,200,16.7,Supplier A,In Stock,2023-01-15
2881,Widget B,TOYS,Warehouse 2,Aisle 5,204,40.04,Supplier B,Low Stock,2023-03-05
2882,Widget B,CLOTHING,Warehouse 3,Aisle 4,0,22.16,Supplier A,Out Of Stock,2023-04-25
2883,Gadget Z,TOYS,Warehouse 2,Aisle 5,122,14.45,Supplier C,Low Stock,2022-12-20
2884,Gadget Z,FURNITURE,Warehouse 2,Aisle 1,200,47.68,Supplier C,Out Of Stock,2023-03-05
2885,Gadget X,CLOTHING,Warehouse 2,Aisle 2,65,21.74,Supplier C,Low Stock,2023-01-15
2886,Gadget Y,ELECTRONICS,Warehouse 3,Aisle 1,53,0,Supplier C,In Stock,2022-12-20
2887,Widget C,FURNITURE,Warehouse 2,Aisle 5,200,0,Supplier B,Out Of Stock,2022-12-20
2888,Gadget Z,CLOTHING,Warehouse 1,Aisle 2,239,0,Supplier A,In Stock,2023-03-05
2889,Widget C,CLOTHING,Warehouse 1,Aisle 5,200,12.13,Supplier C,Low Stock,2023-03-05
2890,Widget B,CLOTHING,Warehouse 3,Aisle 2,200,0,Supplier C,Out Of Stock,2023-04-25
2891,Widget C,CLOTHING,Warehouse 1,Aisle 1,200,37.7,Supplier B,In Stock,2023-04-25
2892,Gadget Y,TOYS,Warehouse 3,Aisle 2,200,17.27,Supplier C,Low Stock,2023-01-15
2893,Widget C,ELECTRONICS,Warehouse 1,Aisle 2,77,0,Supplier A,In Stock,2023-04-25
2894,Widget B,FURNITURE,Warehouse 2,Aisle 1,200,33.2,Supplier A,Low Stock,2023-04-25
2895,Widget B,CLOTHING,Warehouse 1,Aisle 1,0,0,Supplier D,In Stock,2022-12-20
2896,Gadget Y,ELECTRONICS,Warehouse 3,Aisle 4,0,0,Supplier B,In Stock,2023-04-25
2897,Gadget Y,TOYS,Warehouse 2,Aisle 1,0,48.61,Supplier C,In Stock,2023-04-25
2898,Gadget Z,FURNITURE,Warehouse 3,Aisle 1,0,0,Supplier B,In Stock,2023-03-05
2899,Widget A,FURNITURE,Warehouse 1,Aisle 4,0,47.07,Supplier B,Out Of Stock,2023-03-05
2900,Widget C,ELECTRONICS,Warehouse 2,Aisle 2,162,0,Supplier B,Low Stock,2022-12-20
2901,Gadget Z,CLOTHING,Warehouse 3,Aisle 5,59,11.63,Supplier B,Low Stock,2023-04-25
2902,Widget A,TOYS,Warehouse 2,Aisle 1,0,0,Supplier C,Low Stock,2023-04-25
2903,Widget B,FURNITURE,Warehouse 1,Aisle 4,64,26.92,Supplier B,Low Stock,2023-04-25
2904,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 5,205,0,Supplier B,In Stock,2023-03-05
2905,Widget A,ELECTRONICS,Warehouse 2,Aisle 1,98,0,Supplier A,Out Of Stock,2022-12-20
2906,Widget C,TOYS,Warehouse 1,Aisle 3,163,0,Supplier B,In Stock,2023-04-25
2907,Gadget X,CLOTHING,Warehouse 3,Aisle 4,200,22.67,Supplier C,Low Stock,2023-01-15
2908,Widget A,ELECTRONICS,Warehouse 1,Aisle 5,0,44.73,Supplier B,Out Of Stock,2023-03-05
2909,Widget B,ELECTRONICS,Warehouse 2,Aisle 4,200,21.06,Supplier D,Low Stock,2023-04-25
2910,Gadget Y,CLOTHING,Warehouse 3,Aisle 3,0,42.75,Supplier C,In Stock,2023-01-15
2911,Gadget X,CLOTHING,Warehouse 1,Aisle 5,0,0,Supplier A,In Stock,2023-03-05
2912,Widget C,FURNITURE,Warehouse 1,Aisle 2,225,23.68,Supplier D,Low Stock,2022-12-20
2913,Widget B,TOYS,Warehouse 3,Aisle 5,200,0,Supplier C,Low Stock,2023-03-05
2914,Gadget X,TOYS,Warehouse 2,Aisle 3,200,28.12,Supplier C,In Stock,2022-12-20
2915,Widget A,CLOTHING,Warehouse 3,Aisle 4,97,0,Supplier A,Low Stock,2023-04-25
2916,Gadget Y,CLOTHING,Warehouse 1,Aisle 3,0,0,Supplier B,In Stock,2023-04-25
2917,Widget C,TOYS,Warehouse 2,Aisle 2,200,23.07,Supplier C,In Stock,2023-04-25
2918,Gadget X,FURNITURE,Warehouse 3,Aisle 5,0,23.33,Supplier C,Out Of Stock,2023-04-25
2919,Widget B,ELECTRONICS,Warehouse 1,Aisle 3,200,39.7,Supplier A,In Stock,2023-01-15
2920,Gadget Z,TOYS,Warehouse 3,Aisle 2,200,35.03,Supplier D,Out Of Stock,2023-03-05
2921,Gadget X,CLOTHING,Warehouse 1,Aisle 4,0,45.39,Supplier D,Out Of Stock,2023-03-05
2922,Gadget Z,TOYS,Warehouse 3,Aisle 4,0,0,Supplier C,In Stock,2023-01-15
2923,Widget B,FURNITURE,Warehouse 2,Aisle 4,200,0,Supplier D,Low Stock,2023-01-15
2924,Gadget Y,TOYS,Warehouse 2,Aisle 1,184,0,Supplier A,Low Stock,2023-04-25
2925,Widget C,ELECTRONICS,Warehouse 1,Aisle 5,0,0,Supplier C,In Stock,2022-12-20
2926,Widget C,FURNITURE,Warehouse 3,Aisle 1,170,0,Supplier D,In Stock,2023-04-25
2927,Gadget Z,ELECTRONICS,Warehouse 2,Aisle 4,106,37.79,Supplier C,Low Stock,2023-01-15
2928,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 5,200,14.38,Supplier C,Low Stock,2023-04-25
2929,Widget C,TOYS,Warehouse 2,Aisle 1,250,46.97,Supplier A,In Stock,2023-04-25
2930,Gadget X,ELECTRONICS,Warehouse 2,Aisle 5,179,0,Supplier B,Out Of Stock,2022-12-20
2931,Gadget Z,CLOTHING,Warehouse 3,Aisle 4,200,28.43,Supplier D,Low Stock,2023-04-25
2932,Widget B,ELECTRONICS,Warehouse 1,Aisle 2,110,0,Supplier D,In Stock,2023-01-15
2933,Gadget Z,ELECTRONICS,Warehouse 2,Aisle 2,101,0,Supplier C,Low Stock,2023-03-05
2934,Gadget Y,CLOTHING,Warehouse 3,Aisle 5,163,0,Supplier D,In Stock,2023-04-25
2935,Gadget Z,CLOTHING,Warehouse 2,Aisle 1,200,0,Supplier B,Out Of Stock,2023-03-05
2936,Gadget X,TOYS,Warehouse 2,Aisle 2,298,0,Supplier B,In Stock,2023-01-15
2937,Widget A,FURNITURE,Warehouse 1,Aisle 2,237,29.98,Supplier C,Out Of Stock,2023-03-05
2938,Widget C,ELECTRONICS,Warehouse 2,Aisle 3,0,47.86,Supplier A,In Stock,2023-04-25
2939,Gadget Z,CLOTHING,Warehouse 1,Aisle 1,271,0,Supplier A,Out Of Stock,2023-01-15
2940,Widget B,TOYS,Warehouse 3,Aisle 1,0,23.69,Supplier B,Out Of Stock,2023-04-25
2941,Gadget Y,FURNITURE,Warehouse 3,Aisle 2,0,0,Supplier D,In Stock,2023-01-15
2942,Gadget Y,TOYS,Warehouse 3,Aisle 2,200,49.78,Supplier A,In Stock,2023-03-05
2943,Widget C,FURNITURE,Warehouse 1,Aisle 2,200,38.59,Supplier A,In Stock,2023-04-25
2944,Widget B,FURNITURE,Warehouse 1,Aisle 1,0,40.57,Supplier A,In Stock,2023-03-05
2945,Gadget X,TOYS,Warehouse 3,Aisle 1,157,0,Supplier D,Low Stock,2023-03-05
2946,Widget C,CLOTHING,Warehouse 1,Aisle 4,117,0,Supplier C,Out Of Stock,2023-01-15
2947,Gadget Z,CLOTHING,Warehouse 1,Aisle 3,200,39.48,Supplier C,In Stock,2023-01-15
2948,Gadget Y,FURNITURE,Warehouse 3,Aisle 3,258,22.85,Supplier B,In Stock,2023-04-25
2949,Gadget Z,CLOTHING,Warehouse 3,Aisle 4,80,0,Supplier A,In Stock,2023-04-25
2950,Gadget Y,CLOTHING,Warehouse 3,Aisle 5,0,0,Supplier D,Out Of Stock,2023-04-25
2951,Widget C,CLOTHING,Warehouse 3,Aisle 1,0,0,Supplier D,In Stock,2023-04-25
2952,Widget A,TOYS,Warehouse 2,Aisle 1,0,0,Supplier B,In Stock,2023-01-15
2953,Widget A,TOYS,Warehouse 3,Aisle 3,208,0,Supplier D,In Stock,2022-12-20
2954,Widget B,CLOTHING,Warehouse 2,Aisle 1,159,0,Supplier D,Low Stock,2023-01-15
2955,Gadget X,TOYS,Warehouse 2,Aisle 3,200,0,Supplier C,Low Stock,2023-03-05
2956,Gadget Z,ELECTRONICS,Warehouse 2,Aisle 4,0,0,Supplier A,Out Of Stock,2023-03-05
2957,Widget C,CLOTHING,Warehouse 2,Aisle 3,156,0,Supplier C,In Stock,2023-03-05
2958,Gadget Z,CLOTHING,Warehouse 2,Aisle 1,0,33.25,Supplier B,Out Of Stock,2023-01-15
2959,Gadget Y,FURNITURE,Warehouse 2,Aisle 3,0,0,Supplier A,In Stock,2023-01-15
2960,Widget B,TOYS,Warehouse 3,Aisle 2,0,0,Supplier D,In Stock,2023-01-15
2961,Gadget Y,FURNITURE,Warehouse 2,Aisle 1,0,47.26,Supplier D,Low Stock,2022-12-20
2962,Gadget X,CLOTHING,Warehouse 1,Aisle 1,60,46.05,Supplier A,Low Stock,2023-03-05
2963,Widget A,ELECTRONICS,Warehouse 3,Aisle 4,107,0,Supplier A,Out Of Stock,2023-03-05
2964,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 1,200,0,Supplier C,Out Of Stock,2023-01-15
2965,Gadget X,TOYS,Warehouse 2,Aisle 3,53,0,Supplier A,Out Of Stock,2023-04-25
2966,Gadget Z,CLOTHING,Warehouse 2,Aisle 2,0,34.71,Supplier D,Out Of Stock,2023-04-25
2967,Widget A,ELECTRONICS,Warehouse 2,Aisle 2,200,0,Supplier B,In Stock,2022-12-20
2968,Gadget X,TOYS,Warehouse 2,Aisle 4,293,0,Supplier B,Low Stock,2023-04-25
2969,Widget A,ELECTRONICS,Warehouse 1,Aisle 4,0,0,Supplier C,Low Stock,2023-01-15
2970,Widget C,CLOTHING,Warehouse 3,Aisle 1,200,32.84,Supplier D,Out Of Stock,2023-04-25
2971,Widget A,ELECTRONICS,Warehouse 3,Aisle 4,200,0,Supplier D,Out Of Stock,2023-01-15
2972,Widget C,TOYS,Warehouse 2,Aisle 4,111,18.75,Supplier A,Low Stock,2023-04-25
2973,Widget A,CLOTHING,Warehouse 1,Aisle 3,200,0,Supplier C,Out Of Stock,2023-04-25
2974,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 3,200,0,Supplier D,Out Of Stock,2023-04-25
2975,Gadget Z,CLOTHING,Warehouse 2,Aisle 2,0,20.3,Supplier A,Low Stock,2023-01-15
2976,Gadget X,CLOTHING,Warehouse 1,Aisle 1,60,0,Supplier A,Low Stock,2023-04-25
2977,Gadget Y,FURNITURE,Warehouse 1,Aisle 1,200,23.77,Supplier A,Out Of Stock,2023-03-05
2978,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 5,200,11.23,Supplier D,Low Stock,2023-04-25
2979,Gadget Z,TOYS,Warehouse 2,Aisle 4,108,36.64,Supplier C,Low Stock,2023-04-25
2980,Widget C,CLOTHING,Warehouse 3,Aisle 2,282,42.06,Supplier C,In Stock,2023-01-15
2981,Gadget X,FURNITURE,Warehouse 1,Aisle 2,100,30.14,Supplier D,Out Of Stock,2023-01-15
2982,Widget A,TOYS,Warehouse 3,Aisle 2,244,14.72,Supplier C,Low Stock,2023-03-05
2983,Gadget Y,TOYS,Warehouse 1,Aisle 3,0,0,Supplier C,In Stock,2023-04-25
2984,Widget A,TOYS,Warehouse 3,Aisle 1,200,0,Supplier C,In Stock,2023-01-15
2985,Widget B,FURNITURE,Warehouse 1,Aisle 5,139,17.4,Supplier C,Out Of Stock,2023-03-05
2986,Widget B,TOYS,Warehouse 3,Aisle 2,200,0,Supplier B,Out Of Stock,2022-12-20
2987,Gadget Z,CLOTHING,Warehouse 3,Aisle 4,272,43.67,Supplier B,In Stock,2023-03-05
2988,Gadget Y,CLOTHING,Warehouse 2,Aisle 4,0,27.32,Supplier D,Out Of Stock,2023-03-05
2989,Gadget Y,CLOTHING,Warehouse 2,Aisle 1,200,0,Supplier A,Out Of Stock,2023-01-15
2990,Gadget X,TOYS,Warehouse 2,Aisle 2,0,0,Supplier C,Out Of Stock,2023-03-05
2991,Gadget Z,ELECTRONICS,Warehouse 3,Aisle 2,196,0,Supplier C,In Stock,2023-03-05
2992,Gadget X,CLOTHING,Warehouse 3,Aisle 3,0,31.44,Supplier B,In Stock,2022-12-20
2993,Widget A,CLOTHING,Warehouse 2,Aisle 4,190,0,Supplier A,In Stock,2023-03-05
2994,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 3,200,13.26,Supplier D,Out Of Stock,2023-03-05
2995,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 4,70,48.36,Supplier C,In Stock,2023-03-05
2996,Gadget Y,CLOTHING,Warehouse 3,Aisle 3,90,0,Supplier C,Low Stock,2023-03-05
2997,Widget A,CLOTHING,Warehouse 2,Aisle 1,229,0,Supplier D,Low Stock,2023-04-25
2998,Widget B,TOYS,Warehouse 2,Aisle 3,200,0,Supplier D,Out Of Stock,2022-12-20
2999,Widget C,CLOTHING,Warehouse 3,Aisle 3,161,43.02,Supplier D,In Stock,2023-03-05
3000,Gadget Y,CLOTHING,Warehouse 1,Aisle 4,291,0,Supplier A,Low Stock,2023-04-25
3001,Gadget X,TOYS,Warehouse 3,Aisle 5,253,25.44,Supplier D,Out Of Stock,2023-04-25
3002,Widget C,ELECTRONICS,Warehouse 3,Aisle 2,200,10.83,Supplier D,In Stock,2022-12-20
3003,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 5,0,0,Supplier C,In Stock,2023-04-25
3004,Widget A,FURNITURE,Warehouse 1,Aisle 3,0,0,Supplier B,Out Of Stock,2023-01-15
3005,Gadget Y,TOYS,Warehouse 2,Aisle 4,0,0,Supplier D,Low Stock,2023-04-25
3006,Widget C,TOYS,Warehouse 2,Aisle 1,0,0,Supplier B,In Stock,2022-12-20
3007,Gadget Z,FURNITURE,Warehouse 3,Aisle 5,200,38.21,Supplier A,In Stock,2023-03-05
3008,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 2,200,0,Supplier C,Out Of Stock,2023-04-25
3009,Widget B,CLOTHING,Warehouse 3,Aisle 3,200,19.81,Supplier B,Out Of Stock,2022-12-20
3010,Widget C,FURNITURE,Warehouse 3,Aisle 4,200,0,Supplier A,In Stock,2023-04-25
3011,Widget A,ELECTRONICS,Warehouse 2,Aisle 1,0,0,Supplier C,Out Of Stock,2023-03-05
3012,Widget C,CLOTHING,Warehouse 1,Aisle 4,0,0,Supplier C,Low Stock,2023-04-25
3013,Gadget X,ELECTRONICS,Warehouse 2,Aisle 3,200,21.57,Supplier A,In Stock,2023-03-05
3014,Gadget X,CLOTHING,Warehouse 3,Aisle 5,0,0,Supplier C,In Stock,2023-04-25
3015,Widget B,TOYS,Warehouse 1,Aisle 4,125,22.27,Supplier A,Low Stock,2023-04-25
3016,Gadget Z,TOYS,Warehouse 3,Aisle 5,292,0,Supplier D,Low Stock,2023-04-25
3017,Widget B,FURNITURE,Warehouse 3,Aisle 4,200,0,Supplier A,Low Stock,2023-03-05
3018,Gadget Z,CLOTHING,Warehouse 3,Aisle 4,200,20.88,Supplier A,Out Of Stock,2023-04-25
3019,Widget B,FURNITURE,Warehouse 2,Aisle 4,0,12.14,Supplier A,Low Stock,2022-12-20
3020,Widget B,FURNITURE,Warehouse 1,Aisle 3,0,20.97,Supplier C,Low Stock,2023-04-25
3021,Widget B,TOYS,Warehouse 3,Aisle 3,0,0,Supplier D,Low Stock,2022-12-20
3022,Widget A,CLOTHING,Warehouse 3,Aisle 5,0,13.75,Supplier D,In Stock,2023-04-25
3023,Gadget X,CLOTHING,Warehouse 1,Aisle 1,200,0,Supplier D,Out Of Stock,2023-04-25
3024,Widget A,CLOTHING,Warehouse 2,Aisle 2,205,48.45,Supplier C,In Stock,2023-03-05
3025,Widget C,ELECTRONICS,Warehouse 2,Aisle 2,211,25.98,Supplier D,Out Of Stock,2023-01-15
3026,Widget C,ELECTRONICS,Warehouse 1,Aisle 2,200,0,Supplier B,In Stock,2023-01-15
3027,Gadget Y,CLOTHING,Warehouse 2,Aisle 3,88,18.4,Supplier A,Out Of Stock,2022-12-20
3028,Widget C,CLOTHING,Warehouse 3,Aisle 5,275,29.75,Supplier A,In Stock,2022-12-20
3029,Widget A,ELECTRONICS,Warehouse 2,Aisle 5,234,48.3,Supplier A,Out Of Stock,2023-03-05
3030,Gadget Z,FURNITURE,Warehouse 1,Aisle 3,200,39.92,Supplier C,In Stock,2023-04-25
3031,Gadget Y,CLOTHING,Warehouse 2,Aisle 1,200,0,Supplier C,In Stock,2023-01-15
3032,Widget B,FURNITURE,Warehouse 3,Aisle 5,0,45.13,Supplier B,Low Stock,2023-04-25
3033,Widget C,TOYS,Warehouse 2,Aisle 3,0,0,Supplier A,Low Stock,2023-01-15
3034,Widget C,TOYS,Warehouse 2,Aisle 4,0,27.14,Supplier B,In Stock,2023-01-15
3035,Widget B,CLOTHING,Warehouse 2,Aisle 2,65,0,Supplier A,Out Of Stock,2023-03-05
3036,Widget C,FURNITURE,Warehouse 1,Aisle 5,0,0,Supplier A,Out Of Stock,2023-04-25
3037,Widget B,FURNITURE,Warehouse 3,Aisle 4,200,0,Supplier B,Out Of Stock,2023-04-25
3038,Widget A,TOYS,Warehouse 3,Aisle 5,200,37.69,Supplier A,Low Stock,2023-04-25
3039,Gadget Z,FURNITURE,Warehouse 3,Aisle 2,0,0,Supplier A,In Stock,2022-12-20
3040,Widget C,TOYS,Warehouse 2,Aisle 2,0,45.34,Supplier A,Out Of Stock,2023-04-25
3041,Widget A,FURNITURE,Warehouse 3,Aisle 4,0,0,Supplier C,Low Stock,2022-12-20
3042,Widget A,TOYS,Warehouse 3,Aisle 5,200,0,Supplier D,In Stock,2022-12-20
3043,Gadget X,FURNITURE,Warehouse 1,Aisle 5,200,0,Supplier C,Low Stock,2023-04-25
3044,Widget A,ELECTRONICS,Warehouse 2,Aisle 1,141,0,Supplier D,In Stock,2022-12-20
3045,Widget B,CLOTHING,Warehouse 3,Aisle 1,200,23.14,Supplier D,Out Of Stock,2023-01-15
3046,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 5,0,45.05,Supplier B,Low Stock,2023-04-25
3047,Gadget X,TOYS,Warehouse 3,Aisle 2,0,24.41,Supplier B,In Stock,2023-04-25
3048,Widget B,TOYS,Warehouse 2,Aisle 4,178,0,Supplier A,In Stock,2023-04-25
3049,Widget C,TOYS,Warehouse 1,Aisle 2,0,11.81,Supplier A,Low Stock,2023-04-25
3050,Widget A,ELECTRONICS,Warehouse 3,Aisle 4,200,0,Supplier A,Out Of Stock,2023-04-25
3051,Gadget X,TOYS,Warehouse 3,Aisle 3,0,28.42,Supplier A,Low Stock,2023-03-05
3052,Gadget Y,FURNITURE,Warehouse 1,Aisle 2,200,49.13,Supplier C,Out Of Stock,2022-12-20
3053,Widget B,ELECTRONICS,Warehouse 1,Aisle 4,0,29.79,Supplier C,Out Of Stock,2023-04-25
3054,Gadget Z,FURNITURE,Warehouse 3,Aisle 2,167,20.94,Supplier C,Low Stock,2023-03-05
3055,Gadget Z,ELECTRONICS,Warehouse 2,Aisle 3,149,0,Supplier B,Low Stock,2023-04-25
3056,Gadget Y,CLOTHING,Warehouse 2,Aisle 2,200,48.61,Supplier B,Low Stock,2023-04-25
3057,Widget C,TOYS,Warehouse 1,Aisle 5,52,0,Supplier C,Out Of Stock,2023-04-25
3058,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 3,200,31.64,Supplier C,Out Of Stock,2023-04-25
3059,Widget B,TOYS,Warehouse 3,Aisle 2,200,41.21,Supplier B,Out Of Stock,2022-12-20
3060,Gadget X,FURNITURE,Warehouse 3,Aisle 3,200,29.2,Supplier B,Out Of Stock,2023-03-05
3061,Gadget X,TOYS,Warehouse 1,Aisle 4,0,48.41,Supplier A,Low Stock,2022-12-20
3062,Gadget Z,FURNITURE,Warehouse 1,Aisle 3,200,41.87,Supplier B,Low Stock,2023-01-15
3063,Gadget X,TOYS,Warehouse 3,Aisle 3,248,33.73,Supplier A,Low Stock,2023-03-05
3064,Gadget Z,CLOTHING,Warehouse 2,Aisle 5,0,0,Supplier A,Low Stock,2023-03-05
3065,Gadget Z,CLOTHING,Warehouse 2,Aisle 5,0,0,Supplier A,Out Of Stock,2022-12-20
3066,Gadget Y,CLOTHING,Warehouse 2,Aisle 1,0,0,Supplier C,Out Of Stock,2022-12-20
3067,Gadget X,ELECTRONICS,Warehouse 2,Aisle 4,0,28.85,Supplier B,Low Stock,2022-12-20
3068,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 2,0,47.85,Supplier B,Low Stock,2023-04-25
3069,Widget C,TOYS,Warehouse 1,Aisle 4,0,39.51,Supplier C,Low Stock,2023-03-05
3070,Gadget X,TOYS,Warehouse 3,Aisle 1,200,0,Supplier A,In Stock,2023-04-25
3071,Widget B,FURNITURE,Warehouse 1,Aisle 2,200,30.75,Supplier C,In Stock,2023-04-25
3072,Widget A,FURNITURE,Warehouse 3,Aisle 5,0,19.02,Supplier C,Low Stock,2023-01-15
3073,Widget B,TOYS,Warehouse 3,Aisle 3,200,0,Supplier D,Out Of Stock,2023-03-05
3074,Widget C,CLOTHING,Warehouse 2,Aisle 2,0,48.69,Supplier A,Out Of Stock,2023-04-25
3075,Gadget Z,CLOTHING,Warehouse 2,Aisle 4,0,39.47,Supplier A,In Stock,2023-04-25
3076,Widget B,CLOTHING,Warehouse 2,Aisle 1,0,11.03,Supplier B,In Stock,2022-12-20
3077,Widget A,ELECTRONICS,Warehouse 1,Aisle 5,200,33.11,Supplier A,In Stock,2023-04-25
3078,Widget C,FURNITURE,Warehouse 2,Aisle 2,200,0,Supplier B,Out Of Stock,2023-03-05
3079,Widget B,ELECTRONICS,Warehouse 1,Aisle 3,200,0,Supplier A,In Stock,2023-01-15
3080,Gadget Z,FURNITURE,Warehouse 3,Aisle 3,200,0,Supplier C,Low Stock,2023-04-25
3081,Gadget X,FURNITURE,Warehouse 3,Aisle 1,200,37.03,Supplier A,Out Of Stock,2023-04-25
3082,Widget C,ELECTRONICS,Warehouse 3,Aisle 1,0,15.35,Supplier D,Out Of Stock,2022-12-20
3083,Widget B,CLOTHING,Warehouse 1,Aisle 1,200,0,Supplier B,Low Stock,2023-03-05
3084,Gadget X,CLOTHING,Warehouse 1,Aisle 2,127,0,Supplier A,Out Of Stock,2023-01-15
3085,Gadget Y,TOYS,Warehouse 2,Aisle 2,200,11.99,Supplier A,Low Stock,2023-04-25
3086,Widget C,ELECTRONICS,Warehouse 3,Aisle 1,163,0,Supplier D,Out Of Stock,2023-01-15
3087,Widget A,FURNITURE,Warehouse 2,Aisle 5,0,0,Supplier D,In Stock,2022-12-20
3088,Widget B,FURNITURE,Warehouse 3,Aisle 1,0,0,Supplier A,Low Stock,2023-04-25
3089,Gadget Z,TOYS,Warehouse 2,Aisle 1,111,0,Supplier D,In Stock,2022-12-20
3090,Gadget X,CLOTHING,Warehouse 3,Aisle 4,0,0,Supplier D,Out Of Stock,2022-12-20
3091,Gadget Z,FURNITURE,Warehouse 2,Aisle 4,0,0,Supplier B,Out Of Stock,2022-12-20
3092,Gadget Y,FURNITURE,Warehouse 3,Aisle 4,0,0,Supplier A,Low Stock,2023-01-15
3093,Widget C,CLOTHING,Warehouse 2,Aisle 1,200,36.83,Supplier D,Low Stock,2023-04-25
3094,Gadget X,CLOTHING,Warehouse 1,Aisle 3,200,0,Supplier A,Low Stock,2023-04-25
3095,Widget A,ELECTRONICS,Warehouse 3,Aisle 1,235,0,Supplier D,Out Of Stock,2022-12-20
3096,Gadget Y,FURNITURE,Warehouse 2,Aisle 2,0,37.98,Supplier B,In Stock,2023-03-05
3097,Widget C,FURNITURE,Warehouse 1,Aisle 4,200,25.76,Supplier C,Low Stock,2022-12-20
3098,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 1,200,0,Supplier A,Low Stock,2023-01-15
3099,Gadget X,CLOTHING,Warehouse 2,Aisle 5,0,0,Supplier B,Out Of Stock,2022-12-20
3100,Gadget X,CLOTHING,Warehouse 2,Aisle 5,0,0,Supplier B,Low Stock,2023-03-05
3101,Widget B,FURNITURE,Warehouse 1,Aisle 4,200,0,Supplier D,Low Stock,2022-12-20
3102,Widget A,CLOTHING,Warehouse 1,Aisle 1,200,0,Supplier D,In Stock,2023-04-25
3103,Widget B,ELECTRONICS,Warehouse 2,Aisle 4,299,0,Supplier A,Low Stock,2023-04-25
3104,Widget A,TOYS,Warehouse 3,Aisle 2,0,11.7,Supplier C,Low Stock,2022-12-20
3105,Widget A,TOYS,Warehouse 3,Aisle 3,200,37.81,Supplier D,Out Of Stock,2023-01-15
3106,Gadget X,TOYS,Warehouse 1,Aisle 4,253,39.05,Supplier D,In Stock,2023-04-25
3107,Gadget Y,TOYS,Warehouse 2,Aisle 2,0,22.55,Supplier C,Low Stock,2023-04-25
